"Customer Login","ログイン"
"There is no stock with ""%fieldValue"" for ""%fieldName"". Verify and try again.","""%fieldName"" が ""%fieldValue"" の値を持つストックはありません。確認して再度実行してください。"
"Actions taken while in ""Login as Customer"" will affect actual customer data.","""Login as Customer""状態の操作は、実際のカスタマーデータに影響を与えます。"
"An error occurred while saving relation between media asset and media content.","メディアアセットとメディアコンテンツ間のリレーションシップを保存する際にエラーが発生しました。"
"En error occurred during get media asset data by id %id: %error","ID %id によるメディア・アセット・データの取得中に En エラーが発生しました: %error."
"Sorry, something went wrong during image resize. Please see log for details.","画像イメージのリサイズ処理中にエラーが発生しました。詳しくはログをご確認ください。"
"The payment method isn't selected. Enter the payment method and try again.","支払い方法が選択されていません。支払い方法を入力して、再度お試しください。"
"Some addresses can't be used due to the configurations for specific countries.","特定の国の設定によっては一部のアドレスを使用できません。"
"No New Relic Application ID configured, cannot continue with Cron Event reporting","RelicアプリケーションIDが設定されていないため, Cronイベントレポートを続けれません"
"The gateway response format was incorrect. Verify the format and try again.","ゲートウェイレスポンスフォーマットが正しくありません。フォーマットを確認して再度お試しください。"
"The payment couldn't be processed at this time. Please try again later.","今回、支払いが処理されませんでした。 後で再度お試しください。"
"Payment Gateway is unreachable at the moment. Please use another payment option.","現在、支払いゲートウェイに到達できません。別の支払いオプションを使用してください。"
"A match of the Shipping Address City, State, and Postal Code failed.","お届け先アドレスの市区町村、都道府県と郵便番号が一致しませんでした。"
"Buyer claims that a possible duplicate payment was made to the merchant.","購入者はマーチャントに数度被った支払をおこなったと主張しています。"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. マーチャントはCVV2がカードのプレゼントか指定してません"
"We can't issue a refund transaction because there is no capture transaction.","取り置きトランザクションがないため返金トランザクションを発行できません。"
"General: Use of PayPal account for purchasing as well as receiving payments","全般: PayPalのアカウントを使用による購入だけでなく支払の受け取り"
"The alert subscription couldn't update at this time. Please try again later.","現時点でアラート通知希望を更新できませんでした。 後で再度お試しください。"
"The preview image information is unavailable. Check your connection and try again.","プレビュー画像情報は利用できません。 接続を確認して、再度お試しください。"
"Some of the products below do not have all the required options.","以下の商品はすべて必須オプションが指定されていません。"
"The storage key wasn't set. Add the storage key and try again.","ストレージキーが設定されていません。ストレージキーを追加して、再度お試しください。"
"If an item is %1 in the cart with %2 of these conditions true:","もしカートの中に以下の商品が %2 %1 という条件が成立する時:"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","%1 %2 %3 のサブセレクションのカート内商品でこれらの条件の%4にマッチする時:"
"Are you sure you want to delete all items from shopping cart?","ショッピングカートからすべての商品を削除してもいいですか？"
"Are you sure you want to send an invoice email to customer?","請求書のお知らせメールがカスタマーに送信されます。よろしいですか？"
"Are you sure you want to send an order email to customer?","注文内容のお知らせメールがカスタマーに送信されます。よろしいですか？"
"The invoice can't be created without products. Add products and try again.","商品なしに請求書は作成できません。商品を追加して再度お試しください。"
"The invoice can't be saved at this time. Please try again later.","今回、請求書が保存されませんでした。 後で再度お試しください。"
"The quantity to refund must not be greater than the unrefunded quantity.","払い戻し数量は、未払い戻し数量を超えてはいけません。"
"If the invoice was created offline, try creating an offline credit memo.","もし請求書がオフラインで作成されたのであれば、クレジットメモをオフラインで作成してみてください"
"We don't recognize the draw line data. Please define the ""lines"" array.","引かれたラインデータを認識できません。 ""lines""の配列を定義してください"
"An invoice cannot be created when an order has a status of %1","注文のステータスが %1 の場合、請求書を作成することはできません"
"A shipment cannot be created when an order has a status of %1","注文のステータスが %1 の場合、配送データを作成できません。"
"Changing address information will not recalculate shipping, tax or other order amount.","住所情報を変更しても、配送料金や税金、その他の情報は変更されません。"
"Your search query can't be longer than %1, so we shortened your query.","検索クエリは%1 より長くできませんので、クエリを短縮しました。"
"Are you sure that you want to log out all other sessions?","他のすべてのセッションをログアウトしてもよろしいですか？"
"Are you sure you want to send a Shipment email to customer?","発送情報のお知らせメールがカスタマーに送信されます。よろしいですか？"
"The scope object is invalid. Verify the scope object and try again.","スコープオブジェクトが無効です。スコープオブジェクトを確認し、再度お試しください。"
"Filtering by this attribute will update the product image on catalog page","この属性要素でフィルタリングすると、カタログページの商品画像が更新されます"
"The Rate Percent is invalid. Enter a positive number and try again.","Rate Percentが無効です。正の数を入力し、もう一度やり直してください。"
"Leave this field empty if you wish to use the tax identifier.","Tax IDを使いたければこのフィールドを空白にしてください。"
"The scope or scope ID is invalid. Verify both and try again.","スコープまたはスコープIDが無効です。両方を確認し、再度お試しください。"
"The bookmark with ""%1"" ID doesn't exist. Verify your information and try again.","ID ""%1"" のブックマークがみつかりません。あなたの情報を確認して再度お試しください。"
"Do not use two or more consecutive slashes in the request path.","リクエストパス内で２つ以上連続でスラッシュを使用しないでください。"
"The password reset token is incorrect. Verify the token and try again.","パスワードのリセットトークンが正しくありません。トークンを確認して再度お試しください。"
"We cannot create the widget instance because it is missing required information.","必須情報がないため、Widgetのインスタンスを作成することができません。"
"Could not add the product with SKU ""%sku"" to the wishlist:: %message","商品SKU ""%sku"" を「ほしい物リスト」に追加できませんでした:: %message"
"The wishlist item with ID ""%id"" does not belong to the wishlist","ID ""%id"" を持つ「ほしい物リスト」項目は「ほしい物リスト」に属していません。"
"When you sign in to your account, you will be able to:","当ストアへログインするとより便利に:"
"There was recently a request to change the password for your account.","パスワード再設定ページのご案内"
"Please make corrections to the errors in the table below and re-submit.","下記の表の誤りを訂正して、再送信してください。"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","正しい電話番号の形式で入力してください。（例：(123) 456-7890 or 123-456-7890）"
"Please enter 6 or more characters. Leading and trailing spaces will be ignored.","6文字以上入力してください。先頭と末尾のスペースは無視されます。"
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://).","有効なURLを入力してください。 プロトコルは必須です (http://, https:// or ftp://)。"
"Please enter issue number or start date for switch/solo card type.","switch/soloカード・タイプのイシュー番号あるいは開始日を入力してください"
"Popup Blocker is enabled! Please add this site to your exception list.","ポップアップブロッカーが有効になっています！ このサイトをExceptionリストに追加してください。"
"The selected assets are used in the content of the following entities: ","選択されたアセットは、以下のエンティティのコンテンツで使用されています。 "
"You are not able to remove the final row from the content.","コンテンツから最終行を削除することはできません。"
"Adding link in outer element and widget in content is not allowed.","外部要素にリンク、コンテンツにWidgetを追加することはできません。"
"Adding widget in content and link in outer element is not allowed.","コンテンツにWidgetを追加し、外側の要素にリンクを追加することはできません。"
"Google Maps Style JSON is invalid. Please paste the valid JSON style.","Google Maps Style JSONが無効です。有効なJSONスタイルを貼り付けてください。"
"In order to personalize your Advanced Reporting experience, please select your industry.","アドバンスドレポーティングの内容をパーソナライズするには、このストアの業種を選択してください。"
"Email template chosen based on theme fallback when ""Default"" option is selected."," ""デフォルト""のテンプレートが選択された場合、メールテンプレートはストアテーマの既定テンプレートが使用されます。 "
"If 0 is specified, CAPTCHA on the Login form will be always available.","もし0が指定された場合, ログインフォーム上のCAPTCHAは常に有効になります。"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown.","""表示 X 件"" ドロップダウンに 選択肢""All""を表示するかどうか。"
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").","これが基本通貨スコープの定義となります (""通貨設定"" > ""通貨オプション"" > ""基本通貨"")."
"Enter a valid domain name. e.g. ""subdomain.yourdomain.com"", "".yourdomain.com""","有効なドメイン名を入力してください。例：""subdomain.yourdomain.com""、"".yourdomain.com"""
"Please make sure to use only digits here. No dashes are allowed.","数字のみで入力してください。ハイフンは使用できません。"
"Are you sure you want to assign selected items to inventory sources?","選択したアイテムを在庫ソースに割り当ててよろしいですか？"
"Generated under Insights in Manage data -> API Keys -> Insert Keys","Insight in Manage data -> API Keys -> Insert Keysの下に作成されています"
"It is recommended to set this value to ""PayPal"" per store views.","ストアのビューごとにこの値を ""PayPal"" に設定することをお勧めします。"
"Are you sure you want to refresh statistics for the last day?","前日の統計レポートを集計します。よろしいですか？"
"Limit the number of password reset request per hour. Use 0 to disable.","1時間あたりに実行できるパスワードリセットの回数です。0の場合は無効です。"
"This enables or disables SSL verification of the Magento server by UPS.","これはUPSのMagentoサーバーのSSL証明を有効あるいは無効にできます。"
"The rule coupon settings changed. Please save the rule before using auto-generation.","クーポンのルールの設定が変更されました。クーポンを自動生成する前にルールを保存してください。"
"Your administrator at %store_name has given you access to Adobe Commerce","%store_name のシステム管理者がAdobe Commerceへのアクセス許可をしました。"
"Here are a few links to help you get up and running:","以下のリンクをご参照ください"
"Please confirm scope switching. All data that hasn't been saved will be lost.","スコープの変更を確認してください。保存されなかったデータは全て失われます。"
"Sorry, there has been an error processing your request. Please try again later.","リクエストの処理中にエラーが発生しました。後で再度お試しください。"
"The data is invalid. Enter the data as a string and try again.","データが無効です。データを文字列で入力し、もう一度やり直してください。"
"Sorry, something went wrong during product prices update. Please see log for details.","商品価格の更新中にエラーが発生しました。詳しくはログをご覧ください。"
"The role wasn't found for the user. Verify the role and try again.","ユーザのアクセス権が確認できませんでした。権限の設定を確認して再度お試しください。"
"Please make sure that all global admin search modules are installed and activated.","全体検索モジュールがインストールされていて有効になっているか確認してください"
"The option that was requested doesn't exist. Verify the entity and try again.","要求されたオプションが存在しません。エンティティを確認して再度お試しください。"
"Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value","'custom_options'の属性の'maximum characters'副属性の値は誤った値を含んでいます。"
"Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value","'custom_options'の属性の'sort order'副属性の値は誤った値を含んでいます。"
"Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value","'custom_options'の属性の'value price'副属性の値は誤った値を含んでいます。"
"The Product stock item is invalid. Verify the stock item and try again.","商品の在庫アイテムが不正です。在庫アイテムを確認してから再度お試しください。"
"The stock with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" の在庫がみつかりませんでした。IDを確認して再度お試しください。"
"We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2.","要求された""%1""数在庫がありませんでした, ですが残>
     りの%2は取り寄せをおこないます。"
"Something went wrong while saving the rule data. Please review the error log.","カタログ価格ルールデータの更新処理中にエラーが発生しました。 エラーログをご確認ください。"
"The rule with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" のルールがみつかりませんでした。IDを確認して再度お試しください。"
"Sorry, something went wrong during product attributes update. Please see log for details.","商品属性データの更新処理中にエラーが発生しました。詳しくはログをご確認ください。"
"We couldn't copy file %1. Please delete media with non-existing images and try again.","ファイル%1はコピーできませんでした。 画像が存在しないメディアを削除して再度試してください。"
"The file options format is invalid. Use a correct format and try again.","ファイルオプションフォーマットは無効です。正しいフォーマットを使用して再度お試しください。"
"The group with the ""%1"" ID doesn't exist. Verify the ID and try again.","ID ""%1"" のグループが存在しません。IDを確認して再度お試しください。"
"The product that was requested doesn't exist. Verify the product and try again.","要求された商品が存在しません。商品を確認して再度お試しください。"
"Please confirm site switching. All data that hasn't been saved will be lost.","サイトの切替を確認してください。保存されていないデータは失われます。"
"An error occurred on the server. Please try to place the order again.","サーバーでエラーが発生しました。もう一度注文してください。"
"A block identifier with the same properties already exists in the selected store.","選択したストアには同じBlock識別子のBlockが存在しています。"
"We found a directory with the same name. Please try another folder name.","同じ名前のディクショナリーを見つけました。別のフォルダ名をお試しください。"
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","URLか %1で始まるパスを指定してください。末尾は必ず""/""を指定してください。"
"Sorry, the default display currency you selected is not available in allowed currencies.","許可された貨幣の中で選択されたデフォルト表示通貨は存在しません。"
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","送信者名 ""%1"" は無効です。キャラクターとスペースのみ使用してください。"
"The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.","要求されたエンティティ ""%1"" が存在しません。エンティティを確認して再度お試しください。"
"You must first configure currency options before being able to see currency rates.","通貨レートを見ることができるようになる前にまず通貨オプションを設定する必要があります。"
"Customer Address %1 is set as default billing address and can not be deleted","カスタマー住所 %1はデフォルトの請求先として設定されているため、削除できません。"
"Customer Address %1 is set as default shipping address and can not be deleted","カスタマー住所 %1はデフォルトのお届け先として設定されているため、削除できません。"
"The specified region is not a part of the selected country or region","指定された地域は、選択された国または地域の一部ではありません。"
"A customer with the same email address already exists in an associated website.","カスタマーと同じE-メールアドレスがすでに関連するWebsiteに存在します。"
"The VAT ID is valid but no Customer Group is assigned for it.","VAT IDは有効ですがカスタマーグループがアサインされていません"
"Based on the VAT ID, the customer belongs to the Customer Group %s.","VAT IDに元づいて、カスタマーはカスタマーグループ%sに属します。"
"The password needs at least %1 characters. Create a new password and try again.","パスワードは少なくとも %1 文字必要です。新しいパスワードを作成し、もう一度試してください。"
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%'はIPアドレスのようですが適切なフォーマットではありません"
"Are you sure you want to set the address as default billing address?","デフォルトの請求先として設定してもよろしいですか。"
"Are you sure you want to set the address as default shipping address?","デフォルトのお届け先アドレスとして設定してもよろしいですか。"
"Please enter your email below and we will send you the confirmation link.","Eメールを下に入力してください。確認リンクを送付します。"
"The parameter ""importer_class"" is missing. Set the ""importer_class"" and try again.","""importer_class""のパラメータがありません。""importer_class""を設定して、再度お試しください。"
"Sorry, there was an error getting requested content. Please contact the store owner.","コンテンツのダウンロード中にエラーが発生しました。担当者にお問い合わせください。"
"Link URL's domain is not in list of downloadable_domains in env.php.","リンク先URLのドメインがenv.phpのdownloadable_domainsのリストに含まれていない。"
"Sample URL's domain is not in list of downloadable_domains in env.php.","サンプルURLのドメインがenv.phpのdownloadable_domainsのリストに含まれていない。"
"The AttributeSet with a ""%1"" ID doesn't exist. Verify the attributeSet and try again.","ID ""%1"" の属性セットが存在しません。属性セットを確認して再度お試しください。"
"The attribute with a ""%1"" attributeCode doesn't exist. Verify the attribute and try again.","属性コード ""%1"" の属性が存在しません。属性を確認して再度お試しください。"
"The attribute with a ""%1"" ID doesn't exist. Verify the attribute and try again.","ID ""%1"" の属性がみつかりません。属性を確認して再度お試しください。"
"A ""%1"" attribute set name already exists. Create a new name and try again.","""%1""の属性セット名は既に存在します。新しい名前を作成して再度お試しください。"
"The entity supplied to collection is invalid. Verify the entity and try again.","コレクションに提供されたエンティティが無効です。エンティティを確認し、再試行してください。"
"Contents of the specified CSS file could not be loaded or is empty","指定された CSS ファイルの内容を読み込めなかったか、または空である。"
"Data validation failed. Please fix the following errors and upload the file again.","データの検証に失敗しました。次のエラーを修正し、ファイルを再度アップロードしてください。"
"Something went wrong. Export couldn't be executed, See log files for error details","処理中にエラーが発生したため、エクスポート処理が実行ができませんでした。エラーの詳細はログファイルをご確認ください。"
"Region or city or postcode must be specified for the filter by distance.","距離で絞り込む場合は、地域または都市、郵便番号の指定が必要です。"
"An error occurred at deleting links between the media asset and media content.","メディアアセットとメディアコンテンツ間のリンクを削除する際にエラーが発生しました。"
"Set shipping methods for all addresses. Verify the shipping methods and try again.","全ての住所に配送方法を設定してください。配送方法を確認し、再度お試しください。"
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","アドミニストレーターがゲストの購読を許可しませんでした。こちら <a href=""%1"">登録</a>願います。"
"Sorry, but we can't deliver to the destination country with this shipping module.","この配送モジュールでは送り先の国に届けることはできません"
"The ""%1"" country in row number ""%2"" is incorrect. Verify the country and try again.","行番号 ""%2"" の ""%1"" の国名が正しくありません。国を確認し、もう一度やり直してください。"
"The Table Rates File Format is incorrect. Verify the format and try again.","Table Rate　のファイルフォーマットが正しくありません。フォーマットを確認し、再度お試しください。"
"Changing the Input Type may result in product data loss. Proceed with caution.","「インプットタイプ」を変更すると、商品のデータが失われることがあります。ご注意ください。"
"from their assigned text fields and adding a basic text editor as replacement.","を、割り当てられたテキストフィールドから削除し、基本的なテキストエディタを代わりに追加しました。"
"You will be redirected to the PayPal website when you place an order.","注文を行なった時PayPalWebsiteに移動します。"
"We'll authorize the amount of %1 as soon as the payment gateway approves it.","ペイメントのゲートウェイが承認するとすぐに、%1の金額を承認します。 "
"The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.","商品はUS外のアカウントを持っており引き落としの方法を持っておりません。"
"The payment is pending while it is being reviewed by PayPal for risk.","PayPalに問題がないかレビュー確認中のため支払は保留されています。"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A.住所未確認か取得者から反応がありません。サーピスが有効ではありません"
"General: adjustment of a type not belonging to the other T12xx categories","全般: T12xxカテゴリ以外の属さないタイプの調整"
"General: bonus of a type not belonging to the other T08xx categories","全般: T08xxカテゴリ以外の属さないタイプのボーナス"
"General: reversal of a type not belonging to the other T11xx categories","全般: T11xxカテゴリ以外の属さないタイプの破棄"
"Could not add the product with SKU %sku to the shopping cart: %message","SKU %sku の商品をカートに追加できませんでした: %message"
"Shipping address is not allowed on cart: cart contains no items for shipment.","お届け先アドレス指定がこのカートで許可されｍせん：カートには配送する有形商品が含まれていません。"
"The coupon code couldn't be applied. Verify the coupon code and try again.","クーポンコードを適用できませんでした。クーポンコードを確認して、再度お試しください。"
"The coupon code couldn't be deleted. Verify the coupon code and try again.","クーポンコードを削除できませんでした。クーポンコードを確認して、再度お試しください。"
"You don't have the correct permissions to assign the customer to the cart.","カートにカスタマーを割り当てるための適切な権限がありません。"
"The customer can't be assigned to the cart because the cart isn't anonymous.","カートが匿名でないため、カスタマーをカートに割り当てることができません。"
"Something went wrong while generating coupons. Please review the log and try again.","クーポンデータの生成処理中にエラーが発生しました。システムログをご確認のうえ再度操作してください。"
"Sorry, something went wrong during rule usage update. Please see log for details.","カタログ価格ルール摘要データの更新処理中にエラーが発生しました。詳細はログをご確認ください。"
"Are you sure you want to send a credit memo email to customer?","クレジットメモのお知らせメールがカスタマーに送信されます。よろしいですか？"
"The quote item needs to be loaded. Load the item and try again.","カート商品が必要です。商品をセットしてやり直してください。"
"The entity that was requested doesn't exist. Verify the entity and try again.","要求されたエンティティが存在しません。エンティティを確認して再度お試しください。"
"The creditmemo contains product item that is not part of the original order.","このクレジットメモには元の注文に存在しない商品が含まれています。"
"The creditmemo contains product SKU ""%1"" that is not part of the original order.","クレジットメモには元の注文の一部ではない商品SKU ""%1"" が含まれています。"
"The shipment contains product SKU ""%1"" that is not part of the original order.","発送情報に紐づく注文データの構成商品ではない商品SKU ""%1""が含まれています。"
"The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.","トータルモデルは \Magento\Sales\Model\Order\Total\AbstractTotal から展開すべきです"
"A creditmemo can not be created when an order has a status of %1","注文のステータスが%1の場合、クレジットメモを作成することはできません"
"The store that was requested wasn't found. Verify the store and try again.","要求されたストアがみつかりませんでした。ストアを確認して再度お試しください。"
"The requested store cannot be found. Please check the request and try again.","リクエストされたストアがみつかりません。リクエストを確認し、もう一度やり直してください。"
"The tax rate can't be removed because it exists in a tax rule.","税率は税法上のルールで存在するため、削除することはできません。"
"You cannot delete this tax class because it is used in existing %1(s).","%1にてすでに使われているので、この税クラスを削除できません"
"The store will not work correctly in the case when cookies are disabled.","Cookieを無効にした場合、ストアは正常に動作しません。"
"The ""%1"" UI component element name is invalid. Verify the name and try again.","UI コンポーネント要素名 ""%1"" が無効です。名前を確認し、もう一度やり直してください。"
"The """" UI component element name is invalid. Verify the name and try again.","UIコンポーネント要素名「""」が無効です。名前を確認し、もう一度やり直してください。"
"An error occurred while saving the URL rewrite. Please try to save again.","URLリライトの保存中にエラーが発生しました。もう一度保存を試みてください。"
"Do not use two or more consecutive slashes in the url rewrite suffix.","URLリライトサフィックス内で２つ以上連続でスラッシュを使用しないでください"
"The Wish List item can't load at this time. Please try again later.","「ほしい物リスト」の項目は、現在読み込むことができません。後でもう一度お試しください。"
"You already have an account with us. Sign in or continue as guest.","すでにアカウントをお持ちのようです。ログインされますか?"
"A new admin account was created for %first_name, %last_name using %email.","新しい管理者アカウントが %first_name, %last_name 用に メールアドレス　%email で作成されました。"
"%customer_name wants to share this Wish List from %store_name with you:","%store_name からのお知らせ。%customer_name 様から「ほしい物リスト」があなたへシェアされました。"
"Please enter a valid URL Key (Ex: ""example-page"", ""example-page.html"" or ""anotherlevel/example-page"").","有効なURL Keyを指定してください (例: ""example-page"", ""example-page.html"" あるいは ""anotherlevel/example-page"")。"
"If you believe it is the right one you can ignore this notice.","ご入力された内容が正しい場合は、このメッセージを無視してください。"
"Are you sure you want to remove all items from your shopping cart?","ショッピングカートからすべての商品を削除してもよろしいですか？"
"Choose this option to delete and replace extension data for all past configurations.","過去のすべての設定の拡張機能データを削除して置き換えるには、このオプションを選択します。"
"You will have to sign in after you save your custom admin path.","カスタム管理者パスを設定すると再度ログインが必要になります。"
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.","""ユーザー作成"" と ""パスワードを忘れた"" のCAPCHAのフォームは選ばれれば常に有効にできます。"
"All products - recently added products, New products - products marked as new","すべての商品 - 最近登録した商品 - 新着商品"
"Add this attribute to the list of column options in the product grid.","この属性を商品グリッドの列オプションのリストに追加します。"
"Add this attribute to the list of filter options in the product grid.","この属性を商品グリッドのフィルターオプションのリストに追加します。"
"Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters.","パスワードに要求する文字種の種類: 大文字;小文字, 数字, 記号"
"Are you sure you want to unsubscribe the selected customers from the newsletter?","選択したカスタマーのメルマガの購読を解除してもよろしいですか？"
"Email template chosen based on theme fallback, when the ""Default"" option is selected.","""デフォルト""オプションが選択されている場合、テーマフォールバックに基づいて選択された電子メールテンプレート。"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","最大積載重量(配送業者にお問い合わせください)"
"Integer. Launch cleanup in X OAuth requests. 0 (not recommended) - to disable cleanup","整数値です。X OAuth リクエストでクリーンアップを起動する。0 (推奨しません) - クリーンアップを無効にします。"
"Algorithm which provides Source Selections based on shipping address distance from the source","出荷元との距離に応じて出荷元選択を行うアルゴリズム"
"Please specify the number of products, that will not be divided into subintervals.","下階層の価格帯の中で価格帯を区切らないための商品数を指定してください。"
"This is located by navigating to Settings from the New Relic APM website","設定のNew Relic APMWebsiteにあります"
"Add another payment method to your existing solution or as a stand-alone option.","既存の支払い方法選択肢に追加、または唯一の支払い方法として利用できます。"
"<a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>","<a href=""http://www.magentocommerce.com/paypal"">PayPalを通しての支払いの受付開始</a>"
"The background color for the checkout page around the header and payment form.","チェックアウトページのヘッダと支払いフォームの背景色"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","最小荷物重量（配送業者にお問い合わせください）"
"The URL key should consist of lowercase characters with hyphens to separate words.","URL Keyは英数小文字を使用しワードをハイフンで区切ってください。"
"Sorry, something went wrong during mailing product alerts. Please see log for details.","商品アラートのメール送信処理中にエラーが発生しました。エラーログをご確認ください。"
"Encryption algorithm for JWT content to be used when JWE algorithm is selected","JWEアルゴリズムが選択された場合に使用するJWTコンテンツの暗号化アルゴリズム"
"Please correct the tab configuration and try again. Tab Id should be not empty","タブの設定を修正して再度お試しください。タブIDを空指定できません。"
"If you think this is an error, try signing out and signing in again.","これがエラーだと思われる場合は、ログアウトして再度ログインしてください。"
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","半角英数字またはスペースを使用してください。"
"This name is already being used for custom option. Please enter a different name.","この名前はカスタムオプションに既に使われています。別の名前を入力してください。"
"The stock item with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" の在庫アイテムがみつかりませんでした。IDを確認して再度お試しください。"
"We don't have as many ""%1"" as you requested, but we'll back order the remaining %2."," 要求された""%1""数在庫がありませんでした, ですが残りの%2は取り寄せをおこないます。"
"We can't delete this rule right now. Please review the log and try again.","現在このルールを削除できません。 ログを再度確認して試してください。"
"This is used internally. Make sure you don't use spaces or more than %1 symbols.","これは内部用です。スペースまたは%1シンボル以上を使わないようにしてください。"
"Are you sure you want to remove this item from your Compare Products list?","この商品を「比較対象商品」リストから削除してもよろしいですか？"
"Are you sure you want to remove all items from your Compare Products list?","比較対象商品リストからすべての項目を削除してもよろしいですか？"
"The value of the ""%1"" attribute isn't unique. Set a unique value and try again.","""%1""の属性値は一意ではありません。一意の値を設定して再度お試しください。"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","デフォルトの商品リスト表示順は利用できる候補に存在していません。"
"Operation do not allow to move a parent category to any of children category","オペレーションは親カテゴリをどの子カテゴリに移動させることを許可しません"
"The attribute set couldn't be created because it's based on a non-product attribute set.","商品でない属性セットに基づいているため、属性セットを作成できませんでした。"
"The attribute set couldn't be created because it's based on a non-existing attribute set.","存在しない属性セットに基づいているため、属性セットを作成できませんでした。"
"No image with the provided ID was found. Verify the ID and try again.","提供されたIDの画像がみつかりません。IDを確認して再度お試しください。"
"We can't add the product to the cart because of an option validation issue.","オプション認証問題のため商品をカートに追加できません。"
"Product with SKU '%1' is not linked to product with SKU '%2'","SKU '%1' の商品はSKU '%2' の商品にリンクされていません"
"To hide an item in catalog or search results, set the status to ""Disabled"".","カタログページまたは検索結果ページでアイテムを非表示にしたい場合、ステータスを「無効」に設定してください。"
"Something went wrong while saving the page. Please refresh the page and try again.","ページデータの更新処理中にエラーが発生しました。ページを再読み込みして再度実行してください。"
"'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","'ファイル ""%1"" のXMLが無効です:' ""\n%2\n XMLを有効にして再度お試しください。"""
"The child product doesn't have the ""%1"" attribute value. Verify the value and try again.","子プロダクトには属性値 ""%1"" がありません。値を確認して再度お試しください。"
"Invalid value of ""%value"" provided for the %fieldName field. Possible values: %template1 or %template2.","%fieldNameフィールドに指定された ""%value"" の値が無効です。可能な値: %template1 または %template2"
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' はローカルホストネームのようですが受けれられるフォーマットではありません。"
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","このアカウントは確認できません。 <a href=""%1"">ここをクリック</a>して確認メールを再送してください。"
"We had to skip DHL method %1 because we couldn't find exchange rate %2 (Base Currency).","DHLメソッド%1を、換金レート%2(基本通貨)が見つからなかったのでスキップしました"
"The product needs to be the downloadable type. Verify the product and try again.","その商品はダウンロード可能なタイプである必要があります。商品を確認して再度お試しください。"
"The downloadable link isn't related to the product. Verify the link and try again.","ダウンロード可能なリンクはその商品に関連がありません。リンクを確認して再度試してください。"
"The downloadable sample isn't related to the product. Verify the link and try again.","ダウンロード可能なサンプルはその商品に関連がありません。リンクを確認して再度試してください。"
"Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.","テキストエディタの入力タイプでは、ストア > 設定 > コンテンツ管理 から WYSIWYGを有効にする必要があります。"
"The ""%1"" attribute wasn't found in the ""%2"" attribute set. Enter the attribute and try again.","""%1"" 属性は ""%2""の属性セットでみつかりませんでした。属性を入力して再度お試しください。"
"The attribute code '%1' is reserved by system. Please try another attribute code","属性コード'%1'はシステム用に保管されています。 別の属性コードを試してください"
"The entity attribute with the ""%1"" ID isn't found. Reset the attribute and try again.","ID ""%1"" のエンティティ属性がみつかりません。属性をリセットして再度お試しください。"
"""%1"" prefix is reserved by the system and cannot be used in attribute code names.","""%1"" という接頭辞はシステムで予約されており，属性コード名には使用できない。"
"We can't delete email template data right now. Please review log and try again.","メールのテンプレートは現在削除できません。後で再度お試しください。"
"Are you sure you want to delete this integration? You can't undo this action.","このインテグレーションを削除します。この操作はやり直しができません。よろしいですか？"
"An error occurred at getting media asset to content relation by media asset id.","メディア・アセットをアセットIDによってコンテンツとのリレーションを取得する際にエラーが発生しました。"
"Guests can not subscribe to the newsletter. You must create an account to subscribe.","ゲストの方はメルマガ登録ができません。登録するには、アカウントを作成する必要があります。"
